id,word,freq,doc_freq
677,placenta,82,41
1242,supressão,82,41
315,capilar,80,41
289,auscultação,77,41
97,ortopedia,66,41
605,animal,66,41
209,assimetria,55,41
128,prótese,144,40
467,epilepsia,125,40
1302,óptica,101,40
693,ventrículo,79,40
475,afinidade,74,40
554,etnia,61,40
843,trombocitopenia,60,40
785,dissecção,162,39
404,transfusão,154,39
365,úlcera,135,39
672,psicologia,100,39
1225,angiografia,92,39
936,neuro,83,39
778,reabsorção,62,39
861,reversível,54,39
740,disfagia,166,38
624,hipotiroidismo,144,38
360,osteoporose,115,38
1373,contaminação,76,38
165,benigno,71,38
1476,endoscopia,67,38
1481,excreção,65,38
699,resolver,51,38
470,suicídio,331,37
432,esquizofrenia,302,37
240,neuropatia,143,37
633,ldl,121,37
648,cicatrização,110,37
1288,isquemia,93,37
592,teor,90,37
454,agitação,85,37
928,maligno,76,37
733,molécula,74,37
253,lúpus,65,37
567,vertical,64,37
1351,pro,58,37
1094,lúmen,57,37
877,fusão,55,37
525,sedimentação,46,37
749,intoxicação,144,36
1414,albumina,90,36
1107,química,79,36
850,anticoagulante,78,36
1804,liga,63,36
1077,ameaça,56,36
1925,concepção,52,36
335,reserva,50,36
413,mento,44,36
634,tiróide,200,35
645,sal,111,35
1069,ocular,103,35
998,próstata,93,35
1444,cardio,86,35
748,alimento,81,35
1147,glândula,77,35
273,fezes,63,35
286,saturação,58,35
1487,psico,55,35
570,soma,52,35
299,neutrofilia,44,35
185,emergente,41,35
708,menopausa,165,34
1080,fístula,136,34
796,anca,120,34
1038,malignidade,118,34
493,icterícia,67,34
681,acidose,60,34
866,agregação,56,34
395,válido,50,34
728,sex,49,34
649,resto,47,34
1263,infertilidade,224,33
688,displasia,96,33
1055,sida,91,33
910,excisão,80,33
921,tóxico,64,33
1165,epitélio,61,33
428,constituição,48,33
1787,distensão,46,33
1556,induzido,38,33
474,psicose,201,32
1050,droga,164,32
1136,desnutrição,159,32
758,adn,113,32
594,nutrientes,112,32
1240,sonda,86,32
1489,clearance,74,32
849,heparina,73,32
1222,micro,58,32
1061,potência,57,32
348,antagonista,55,32
349,prematuro,52,32
999,bexiga,52,32
480,obstipação,51,32
906,pseudo,51,32
275,incubação,49,32
117,efetividade,48,32
911,tópico,48,32
162,tremor,218,31
1018,coli,171,31
1121,enxerto,170,31
616,refluxo,112,31
89,filtração,105,31
1437,expectoração,89,31
1106,hidratação,74,31
647,viável,65,31
270,bactéria,57,31
578,radiologia,53,31
1169,dosagem,51,31
815,patente,42,31
687,retinopatia,122,30
115,nefropatia,99,30
384,leucemia,92,30
669,psicopatologia,87,30
311,infusão,77,30
524,vesical,75,30
818,cápsula,69,30
245,fisioterapia,68,30
1190,agulha,65,30
1174,j,60,30
1328,hemocultura,58,30
1237,replicação,48,30
1286,vascularização,45,30
568,periodicidade,36,30
1111,sentimento,35,30
120,proteinúria,96,29
358,cirrose,91,29
598,lactente,90,29
953,viabilidade,85,29
228,sífilis,82,29
485,ecg,80,29
621,estirpe,69,29
574,carência,66,29
1197,parietal,63,29
189,ataxia,62,29
239,farmácia,54,29
703,otorrinolaringologia,53,29
1277,vaso,51,29
789,hábito,49,29
1399,infra,42,29
1161,fosfatase,38,29
304,anamnese,37,29
468,recaída,152,28
1571,mitral,102,28
1120,ferida,92,28
1162,bilirrubina,67,28
160,femoral,63,28
369,apêndice,59,28
997,trans,57,28
1507,exacerbação,56,28
134,morbimortalidade,48,28
338,reprodução,48,28
523,sinusal,48,28
800,fossa,48,28
148,decúbito,45,28
988,flora,44,28
1321,sudorese,41,28
747,inoculação,39,28
1386,puberdade,104,27
1589,ultra,101,27
695,parental,75,27
991,triagem,68,27
1007,litíase,62,27
222,ângulo,60,27
1755,vasculite,58,27
126,válvula,52,27
537,erradicação,48,27
1104,paliativo,48,27
1041,êxito,42,27
628,longevidade,40,27
2017,autópsia,40,27
422,vivência,39,27
305,melo,38,27
326,reversão,35,27
967,lavagem,35,27
429,refletir,31,27
591,aleitamento,212,26
1125,diálise,135,26
1098,ideação,93,26
1233,aterosclerose,89,26
1293,incontinência,67,26
1108,sonolência,63,26
1482,hemodiálise,63,26
1091,fenda,58,26
503,protrombina,55,26
904,occipital,52,26
707,eco,51,26
1257,flexão,48,26
398,urologia,44,26
1052,relaxamento,43,26
1235,depleção,43,26
555,visita,40,26
377,sólido,38,26
419,ad,37,26
1329,retro,37,26
1831,aderência,37,26
712,histerectomia,35,26
1057,cocaína,204,25
767,genótipo,154,25
71,alergia,113,25
1746,ascite,93,25
1187,epidural,91,25
977,endocardite,81,25
1877,baço,81,25
920,erupção,76,25
1056,fertilidade,64,25
1036,anal,61,25
1045,janela,60,25
1413,psicoterapia,60,25
1221,mistura,57,25
1468,fisiologia,53,25
1412,alzheimer,52,25
420,espírito,51,25
551,raiz,47,25
460,prazer,46,25
691,suplementar,39,25
576,sede,34,25
1360,substrato,33,25
390,empírico,32,25
711,quinta,26,25
676,eclâmpsia,158,24
1044,abstinência,127,24
515,exantema,69,24
1135,deglutição,69,24
768,renina,68,24
900,lâmina,56,24
793,plexo,53,24
805,afecção,49,24
1109,agonista,49,24
277,latente,44,24
26,orofaringe,43,24
901,irritação,39,24
1046,falso,39,24
1541,aptidão,36,24
625,estimulante,33,24
161,caráter,31,24
199,toque,27,24
203,cerebelo,170,23
727,cognição,113,23
21,otite,87,23
979,mediastino,87,23
242,encefalite,69,23
1244,pulso,62,23
527,vigília,54,23
655,radical,53,23
1667,latência,53,23
984,pneumotórax,50,23
659,laparotomia,47,23
678,toxoplasmose,47,23
1097,privação,37,23
1285,saco,36,23
622,calor,35,23
821,aliviar,33,23
1934,vulnerável,32,23
1082,palidez,26,23
1449,notificação,81,22
204,etanol,77,22
487,esplenomegalia,76,22
143,calcificação,72,22
346,quisto,57,22
520,rubéola,54,22
996,equivalência,51,22
1112,di,51,22
1241,carótida,50,22
1132,saliva,49,22
1582,hiper,45,22
865,semiologia,43,22
692,hidrocefalia,40,22
1474,peritonite,40,22
2231,simpático,39,22
941,sumário,37,22
961,impotência,37,22
635,bacia,34,22
436,estigma,33,22
1339,muco,33,22
1181,esqueleto,32,22
706,sugestão,31,22
223,nariz,30,22
661,uni,27,22
1531,endométrio,79,21
1192,sutura,53,21
109,vasoconstrição,45,21
842,hematúria,45,21
1553,hipóxia,42,21
817,joelho,41,21
550,traço,40,21
631,hipo,36,21
811,raquidiano,36,21
1327,sinus,36,21
651,hérnia,35,21
106,vasodilatação,34,21
1164,vesícula,34,21
1508,operação,34,21
1638,bradicardia,34,21
1081,fulminante,31,21
1252,hematócrito,30,21
1669,colapso,30,21
1699,aborto,30,21
786,raciocínio,29,21
1597,preventivo,26,21
1247,balança,23,21
318,hipoglicemia,213,20
307,hiperglicemia,84,20
774,alelo,83,20
1211,surdez,67,20
698,cateterismo,58,20
989,embolia,55,20
1391,deformidade,52,20
886,prurido,49,20
152,trombo,48,20
186,mandíbula,41,20
1377,vagina,37,20
837,estase,34,20
179,tálamo,32,20
1124,cicatriz,32,20
376,padronização,31,20
58,prescrever,29,20
1456,lavado,27,20
1198,palpável,26,20
463,suscitar,23,20
506,apirexia,22,20
586,academia,21,20
1513,bócio,74,19
1016,pancreatite,71,19
397,anestésico,69,19
894,laser,69,19
612,atopia,64,19
1375,colonoscopia,56,19
1099,arco,55,19
1021,metanálise,49,19
940,vitalidade,43,19
502,esfregaço,36,19
1255,respiração,36,19
1522,septo,36,19
718,gel,31,19
312,análogo,30,19
414,maturidade,29,19
1059,veículo,28,19
1733,patogenia,28,19
2176,oxigenação,28,19
1039,indolente,26,19
1158,exérese,26,19
1499,fibrina,26,19
882,melanoma,99,18
637,tiroidite,90,18
614,eczema,80,18
1902,empatia,80,18
556,parasita,68,18
1643,manobra,56,18
1271,angio,54,18
1223,epi,51,18
929,sarcoma,45,18
947,paridade,43,18
1520,neural,43,18
949,braquial,37,18
662,ipsilateral,36,18
1033,metástase,36,18
139,intubação,35,18
889,sarcoidose,35,18
496,pancitopenia,32,18
1234,predisponente,32,18
1566,sensitiva,32,18
1569,diurese,32,18
1644,digestão,29,18
1719,hemisfério,29,18
1195,periferia,28,18
1649,maxilar,28,18
538,humanidade,26,18
615,regurgitação,26,18
935,fotofobia,26,18
324,meq,25,18
1467,depuração,25,18
1138,sabor,24,18
174,cadeira,23,18
1774,solúvel,21,18
396,objetiva,20,18
1862,distorção,20,18
756,palma,18,18
1287,aneurisma,101,17
995,afasia,100,17
510,influenza,88,17
1026,adenoma,75,17
1496,tirosina,59,17
1465,mania,58,17
968,incisão,53,17
540,imunização,51,17
1049,venda,51,17
237,toxina,49,17
2373,rash,47,17
769,aldosterona,38,17
937,sazonal,37,17
729,sexualidade,36,17
1949,duodeno,36,17
1957,farmacoterapia,34,17
2047,atp,34,17
593,macro,33,17
1343,genoma,33,17
1580,farmacocinética,33,17
613,rinite,31,17
617,biodisponibilidade,31,17
700,moda,30,17
992,guia,30,17
1284,laqueação,28,17
1631,pulsátil,28,17
1203,volumoso,27,17
857,toracalgia,25,17
1495,farmacologia,25,17
190,frágil,24,17
415,inteligência,24,17
1707,morbidade,24,17
546,tropical,23,17
896,degeneração,23,17
1808,púrpura,23,17
526,toraco,21,17
618,tenta,21,17
1511,lise,20,17
1362,letargia,17,17
1715,neutropenia,143,16
779,fratura,106,16
1720,varicela,86,16
1398,fibra,63,16
1471,anastomose,53,16
771,polimorfismo,51,16
1935,neo,49,16
826,ombro,48,16
846,menarca,46,16
596,retina,41,16
1450,transposição,41,16
696,core,40,16
1058,heroína,40,16
954,antebraço,39,16
309,insulinoterapia,38,16
494,odinofagia,36,16
1200,convulsão,35,16
56,expectante,32,16
755,basilar,31,16
844,dermatite,30,16
1940,cólica,29,16
254,linhagem,26,16
965,celulite,26,16
868,epiderme,25,16
1687,diafragma,25,16
202,hipotonia,24,16
479,xerostomia,24,16
1144,inspiração,24,16
170,voluntário,23,16
1153,topografia,23,16
1012,halo,22,16
899,histopatologia,21,16
630,marginal,20,16
1088,prostração,20,16
1408,frustração,20,16
1622,mastigação,19,16
1911,letal,18,16
543,malária,145,15
1704,abortamento,94,15
1130,simulação,91,15
1419,mieloma,57,15
1429,implante,57,15
946,prandial,51,15
1605,jugular,50,15
1374,colite,45,15
1325,sinusite,44,15
183,rem,38,15
1721,zoster,34,15
354,tipologia,32,15
1529,sopro,32,15
1156,estroma,31,15
1988,motilidade,28,15
1980,balão,27,15
2039,menstruação,26,15
1315,cromatografia,25,15
1322,hepatomegalia,25,15
1193,endócrino,23,15
221,voz,22,15
391,osteoarticular,22,15
1289,quotidiano,22,15
966,rubor,21,15
157,deambulação,20,15
859,cianose,20,15
1637,imaturidade,20,15
1833,oxidação,20,15
517,disúria,19,15
1791,elementar,18,15
425,lacuna,16,15
288,murmúrio,15,15
952,refeição,94,14
650,amputação,64,14
334,embrião,59,14
2573,som,58,14
641,tiroidectomia,55,14
1001,precipitação,44,14
1183,perito,38,14
533,aciclovir,36,14
1119,silicone,35,14
1457,óleo,35,14
389,coerência,34,14
530,diplopia,34,14
1340,viscosidade,34,14
978,enfisema,33,14
1188,catéter,31,14
1967,hemólise,31,14
1694,puerpério,30,14
201,disartria,29,14
2291,imobilidade,29,14
787,visibilidade,28,14
1747,regeneração,28,14
1472,esfíncter,27,14
2158,saciedade,27,14
2178,congestão,27,14
1199,amnésia,26,14
492,hipocôndrio,25,14
1115,tristeza,23,14
1238,íntima,23,14
1306,pólo,23,14
2363,super,23,14
1311,vidro,22,14
1675,sagital,22,14
912,fototerapia,21,14
943,hipercolesterolemia,21,14
852,filtro,20,14
1750,gastroenterite,20,14
196,elasticidade,19,14
1786,pleura,18,14
2131,clivagem,18,14
266,suscetibilidade,17,14
1048,potenciação,16,14
30,bronquite,15,14
545,tese,14,14
2398,diagnose,14,14
112,nefrite,103,13
853,varizes,65,13
831,exaustão,58,13
1333,id,44,13
1477,dreno,42,13
272,inalação,41,13
387,dpoc,35,13
1773,testículo,33,13
1451,espondilite,30,13
1674,cefalo,29,13
2075,pandemia,29,13
1034,hemangioma,28,13
609,hidrólise,26,13
776,transdução,26,13
870,córnea,26,13
2202,caloso,22,13
686,enterocolite,21,13
1176,obsessivo,21,13
1446,crista,21,13
1366,anaeróbio,20,13
1837,sangramento,20,13
2509,hidro,20,13
684,descendência,19,13
893,nuca,19,13
1642,náusea,19,13
2088,sedimento,19,13
963,quadrante,18,13
971,purulento,17,13
1740,ventral,17,13
1300,ultravioleta,16,13
1621,terra,16,13
178,mesencéfalo,15,13
1010,fagocitose,15,13
1065,sítio,15,13
1232,sustentar,15,13
347,injeção,14,13
1484,insidioso,14,13
564,pilar,13,13
2082,juízo,13,13
1226,psoríase,213,12
1856,acth,142,12
1662,eosinofilia,81,12
1500,empiema,79,12
1600,contágio,53,12
1131,quartil,50,12
938,vector,47,12
166,distonia,46,12
1326,nasofaringe,43,12
119,receita,39,12
973,dente,39,12
1952,esofagite,39,12
1734,arritmia,37,12
518,sarampo,34,12
1063,sintético,30,12
1114,raiva,25,12
1338,virulência,25,12
825,lombalgia,24,12
1022,pielonefrite,24,12
1128,iso,24,12
1205,discrasia,24,12
1546,hipoxemia,23,12
1639,leucopenia,23,12
341,folículo,21,12
1017,cistite,21,12
1383,uretra,21,12
1390,osteomielite,20,12
1612,gastrite,20,12
1806,endógeno,20,12
1236,adiposidade,19,12
1865,escoliose,19,12
2051,eeg,19,12
507,mielograma,18,12
809,prega,18,12
1014,flanco,18,12
1320,bi,18,12
1492,papiloma,18,12
1892,atípico,18,12
1919,extravasamento,18,12
297,zoonose,17,12
581,titulação,17,12
1420,tridimensional,17,12
107,aferente,16,12
1336,bacilo,16,12
1485,hereditariedade,16,12
764,bio,15,12
969,ligamento,15,12
1278,etilismo,15,12
1395,lábio,15,12
1634,mono,15,12
1932,carótidas,15,12
2435,esporádico,15,12
983,sucção,14,12
1993,sero,14,12
1243,suprimir,13,12
1648,hipócrates,13,12
986,seringa,12,12
1275,senso,12,12
1323,biossíntese,12,12
1452,sintonia,12,12
1466,retículo,12,12
1825,deletério,12,12
1847,enxaqueca,120,11
1218,vertigem,98,11
1448,farmacovigilância,74,11
1407,pos,53,11
2402,palato,38,11
1714,citogenética,34,11
660,laparoscopia,31,11
715,hirsutismo,31,11
1650,tíbia,31,11
2221,ovo,30,11
1364,nocivo,29,11
257,tétano,27,11
2295,massagem,26,11
1376,letalidade,24,11
858,síncope,23,11
1518,pó,23,11
1581,farmacodinâmica,23,11
1866,vesico,22,11
1665,curetagem,21,11
2280,prolapso,21,11
1127,justa,20,11
1140,contração,20,11
1469,retroversão,20,11
2236,reeducação,20,11
812,bainha,19,11
1143,faringe,19,11
1291,estrato,19,11
542,cândida,17,11
980,puérpera,17,11
2008,adrenalina,17,11
263,glomerulonefrite,16,11
464,angústia,16,11
472,sin,16,11
1270,suspenso,16,11
1758,hiponatremia,16,11
1784,vasoconstritor,16,11
2252,amor,16,11
2548,genito,16,11
74,prescritores,15,11
1691,apendicectomia,15,11
2241,citocromo,15,11
476,histamina,14,11
1632,gelo,14,11
1936,hiato,14,11
2020,cola,14,11
932,linfático,13,11
1265,nado,13,11
1425,herança,13,11
1640,translocação,13,11
2102,expiração,13,11
2502,pericardite,13,11
427,periódico,12,11
780,pina,12,11
2099,aleatório,12,11
504,tromboplastina,11,11
783,topo,11,11
1171,quela,11,11
1298,órbita,43,10
798,gota,41,10
1184,perícia,36,10
1851,amígdala,31,10
2164,mesentério,28,10
1711,tricúspide,26,10
1066,impulso,25,10
1313,feixe,25,10
1767,apical,25,10
482,glaucoma,24,10
1029,gânglio,24,10
1118,penso,23,10
1823,rádio,23,10
665,queimadura,22,10
704,hemoterapia,22,10
851,fibrinólise,22,10
1766,miocardiopatia,22,10
1570,hiperparatiroidismo,21,10
763,fluorescência,20,10
854,paraplegia,20,10
1411,vocação,19,10
1989,íleo,19,10
2336,neuroendócrino,19,10
1350,pus,18,10
1737,aurícula,18,10
1780,naso,18,10
1756,escara,17,10
829,cartilagem,16,10
847,períneo,16,10
1258,protuberância,16,10
1613,gasometria,16,10
1768,espasmo,16,10
1262,fogo,15,10
1503,anafilaxia,15,10
1769,diaforese,15,10
1800,exógeno,15,10
447,tom,14,10
575,tutela,14,10
597,hepatologia,14,10
1178,tropismo,14,10
1525,atelectasia,14,10
1528,deiscência,14,10
1898,comprimido,14,10
407,nexo,13,10
1084,oligúria,13,10
1230,hematopoiese,13,10
1792,poliúria,13,10
1279,hilo,12,10
1393,sela,12,10
1396,viragem,12,10
1549,embriologia,12,10
1072,conjuntivite,11,10
1958,dis,11,10
2146,juventude,11,10
1035,lipoma,10,10
1173,analogia,10,10
31,gripe,126,9
1318,leishmaniose,66,9
1688,apendicite,64,9
1319,leishmania,55,9
855,autismo,48,9
620,atópico,38,9
716,acne,36,9
1913,hipertonia,35,9
972,cáries,31,9
1783,obliteração,28,9
1356,vestibular,27,9
499,colecistite,25,9
1372,gangrena,25,9
891,dermatose,24,9
939,angina,24,9
1615,broncoscopia,23,9
2018,mastectomia,23,9
1062,grama,22,9
1264,amniocentese,22,9
1267,abdução,22,9
438,plasticidade,21,9
333,ovulação,20,9
1068,pálpebra,20,9
1814,flutuação,19,9
498,colangite,18,9
1155,parafina,18,9
1536,serosa,18,9
1654,oro,18,9
2061,esperma,18,9
532,pleocitose,17,9
993,vácuo,17,9
885,candidíase,16,9
890,urticária,16,9
2581,sigmóide,16,9
1941,antro,15,9
2225,alcalose,15,9
176,idiopático,14,9
743,midríase,14,9
1509,mielina,14,9
1881,marital,14,9
2079,resíduo,14,9
732,excitabilidade,13,9
1042,oitava,13,9
1490,ânus,13,9
680,asfixia,12,9
1418,proteólise,12,9
